,tweet,asal_tweet
249,"15-08-20 18:11:04 0190097 PERUWELZ1AMB 6.0.0 AMU, COVID p{ruwelz (p{ruwelz) rue de roucourt 85 Peitt Gobert ch 17 r ch{e """,Breda
250,@myluvTaeJae @namjunwife_ Aku juga semenjak karantina covid jadi punya hobi baru bikin sketsa wajah https://t.co/gJfmTSVJ4B,your my hope
251,@djaycoholyc iya...... Mulai biasa aja. Apakah covid ini cuma lelucon ya :(,
252,"15-08-20 18:10:08 0181163 PERUWELZ1AMB 6.0.0 AMU, COVID p{ruwelz (p{ruwelz) rue de roucourt 85 Peitt Gobert ch 17 r ch{e """,Breda
253,"15-08-20 18:10:06 0190090 PERUWELZ1AMB 6.0.0 AMU, COVID p{ruwelz (p{ruwelz) rue de roucourt 85 Peitt Gobert ch 17 r ch{e """,Breda
254,"15-08-20 18:10:05 0207589 PERUWELZ1AMB 6.0.0 AMU, COVID p{ruwelz (p{ruwelz) rue de roucourt 85 Peitt Gobert ch 17 r ch{e """,Breda
255,"Aug 15, Karnataka reports 8818 COVID-19 cases.

3495 cases in Bengaluru. https://t.co/1CddDEjYhA",
256,@Rikasaayang Bisnis bermain diwaktu covid melanda,
257,"Min random nanya, apakah sudah ada yg meneliti data covid melalui Benford’s law? @KawalCOVID19",
258,"vid covid lelah aku daring mulu ,pergi gih",hayoloo
259,@OwToTheZie Katanya dua staff kena covid. Tak tahu la memang betul atau tak,out of no where
260,@unbiakar Covid itu cuma konspirasi nuk...,Indonesia 
261,"COVID IS REAL 
malah kebaca Covid Israel jadi ribut yang gak mutu 😀",https://katamase.wordpress.com
262,"@3TresEspada Sebelum covid dikit a, tpi akhir"" ni keknya nambah lagi minusnyaa wkwkwk",
263,"Menurutnya, sikap tidak disiplin menerapkan protokol kesehatan akan membuat pandemi COVID-19 tidak akan kunjung usai.",kemitraan@kominfo.go.id
264,"@LoddyCh Sut ah cult bakanya. T ka mati tegal covid, sida ea jak. Lgi ngagai ga sepital ngubat diri. Menyusahkn",⋈ + 𝗪
265,"Aku mau menghindari kata kata covid, pandemi, new normal, dan teman-temannyaaaa!!

Diomongin muluuu, ilangnya kagaaa_- bangtut ye corona",
266,"Akhirnya Web Scraper yang saya buat untuk merekam output data ""Situasi COVID-19"" dari situs Kementrian Kesehatan kena prank juga.",Indonesia
267,"@yurbubblegum @AdelVee @nakayohan @Babychu9 @Mysky_kai @bubucotton Covid masih rame sa,jangan sampe masuk RS karna hipertensi,dah,tidur:v",Jongdae's house
268,Why bother.. wth u nak pergi sabah time covid gini eh cari penyakit eh kamu ni asal lah aku ada kakak gini,MArs
269,"Ngakak liat grup ibu2 PKK dan ada yg bilang “yg laporin ga ada ahlak bgt ya”
HEYY..!! Kampung anda kena covid baru tau rasa ya andaaa!!!","Jakarta Selatan, DKI Jakarta"
270,@beningbanyuku Waaa halan2 di jekardah akak... harus pakai surat covid ndak kak? 🤔🙄,
271,Covid menangis liat daerah bulungan dan sekitarnya,
272,"@alonemochii Ayo sini a, covid membuat minus ku bertambah🙂",
273,@alfianriff Betul bang ramot mau jadi garda terdepan melawan covid 19 👍,Indonesia
274,"Musim hujan orang pada di rumah aja, mungkinkah grafik covid turun? Analisis abal2 😂😂",roma biskuit kelapa
275,"@detikcom @detikfinance Ngaca deh lo, semua anggaran sekarang diprioritaskan melawan Covid 19.","Bandung Utara, Jabar."
276,"@syikenn Covid odo. Aku ingat nok ajok bulan 10 nih, sebab bulan ni nge bulan depan aku ada plan lain.","Selangor, Malaysia"
277,Dah beli tiket flight ke Tawau utk ke Pulau Semporna then suddenly My Dad tak bagi pegi alasan covid. My life was useless,"London, England"
278,"@Eddiek913 @Masibanda101 apa tarisa date rechat yacho, muna April COVID isati yatisakadza tisati takugona kugeza maoko","Harare, Zimbabwe"
279,@blankoncoklat @sandyis5 Emang saya ada tulis Covid 19 ya Gus 🤭😅🤭😅,
280,Gukora sport twubahirizwa amabwiriza yo kwirinda Covid-19 https://t.co/50Mzee78aR,
281,"Fakta random: dengan pandemi COVID 19 &amp; macem2 pembatasan.... Kaos2 H&amp;M ukuran XS (yupp betul, XS) gw jadi bisa dipake lagi #psbb",Jakarta
282,@mamodsku Masnya petugas gugus tugas covid ya?,di pipimu yang senja
283,"Aug 15, Karnataka reports 8818 COVID-19 cases.

3495 cases in Bengaluru.",Manipal
284,@dwiajengpd Bahkan aku sudah tidak kontrol berapa bulan karena covid :'). Sampai sampai renggang lagi 😅,"Ciracas, Indonesia"
285,@imnatikah Kann. Jom. Tunggu Covid ni takde. Dalam tahun depan. Hehehehehe. Slow slow menyimpan sekarang.,
286,Mau nanya dong kalo ke RS buat berobat keluhan asma/sesak nafas tuh bakal di test covid atau enggak ya??,"Bandung, Jawa Barat"
287,Kesel bener baca grup keluarga ibu ada cerita hoax ngomongin kalung minyak kayu putih nyembuhin covid. Gua balesin aja. Losss dol. Greget,
288,bae still nak datang kedah dgn kes covid mcm ni 😫,Malaysia
289,"@tempodotco Terus, apa bedanya dengan yang dikatakan sama Anji bahwa sudah ada obat untuk Covid 19? Anji dipolisikan kok pak Jae tidak?","Jawa Barat, Indonesia"
290,@nailhka covid 19 y mbak?,Surakarta
291,@ARebel14 @_devu_ Covid kazhiyatte 😌,
292,"@aMrazing Koh , aku sama bapakku positif covid . Menangin aku ya koh buat beli vitamin .",
293,@profqilaa giliran positif covid diem,Surabaya
294,"@putrinur_khair @AREAJULID Yaudah balik ngebucin JUMP lagi aja👍✨
Btw, Inoo kena covid tau kemarin😭😭😭","DKI Jakarta, Indonesia"
295,@annaholiker @ehrenmaks ok bebisch 💀,
296,@BCCI Itna Dukh to covid ne nahi diya 6 mahine Mein Jitna 1 second Mein Dhoni ke Sanyas ke Baad😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,
297,"@abinuna Cirebon aman lah..Klo Jogya mau vacation, nnt tunggu covid reda dulu...Biar gak was was bro...hehrhe","DKI Jakarta, Indonesia"
298,@loafyouys Ati² aja waktu nerima vaksin covid 😌,🄿🄰🅁🄰🄳🄸🅂🄴 🄸🅂🄻🄰🄽🄳
299,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya. ❤❤❤💔💔💔,"Mumbai, India"
300,Banyak nya kes covid kat kedah. 🥺,
301,"Suara hati rakyat
#COVID__19 https://t.co/yRL1yJZQEi",
302,"@biintangku umum aman kok kak, kecuali kalaw naik kereta tu ribed pke surat covid/ bebas influenza sm SIKM","43°20'36.0""N 5°19'59.7""E"
303,@hanifjamals Indonesia betul buat home run covid-19 ke apa ni aduuu takowd bethol,"Malacca, Malaysia"
304,"@miya_nur07 ajg besoknya ketular covid, tambah sosweet 😇","Yogyakarta, Indonesia"
305,Ali maju Sri rampai ada kes covid ke sbb premis kotor. Laju betul rumours ws ni.,Wangsa maju - pasir gudang
306,@diajengfortuna @shitlicious Maaf kak poto ini di ambil sebelum pandemi covid-19.,Former-i (bekas-i)
307,apesih rasanye jadi orang yang santai aja ngejalanin hidup tanpa mikirin covid dan jalanin protokol kesehatan? 😊,"
️️ ️️
️️ ️️
❛ Don’t walk behind me; I may not lead. Don’t walk in front of me; I may not follow. Just walk beside me and be my friend. 

️️ ️️
️️ ️️
"
308,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,"बैंगलुरु, भारत"
309,Kalau ada yang membahas covid sumpah aku sudah males bukan karena sudah tidak penasaran tapi membahas yang hanya menerka gaada jawaban,
310,"Eh serius nanya, kl dr bandung ke jakarta tuh skrg udah aman kan ya sikonnya kalo naik transportasi umum(?) Masih kena razia covid gasih?",ur mind
311,"Typo, mestinya covid 19 🤣",Pekopon
312,"dpt berita ada keluarga jauh gw yg meninggal krn covid,,,,,😭",
313,"Malam minggu lewat malioboro tuh brasa, kok rame yah? Ini covid nya ada dmna? https://t.co/krujRpEHOq",
314,Dhoni has annouced his retirement.Inta dukh toh covid ne 6 mahine mein nhai diya jitna ek second mein Dhoni ne de diya.,
315,"@kokontoruuu iya makanya, padahal kan lebih bahaya kalo catnya masuk mulut daripada kena covid yakan",Indonesia
316,Adaptasi kebiasaan baru wajib gunakan masker guna memutus penyebaran covid 19 https://t.co/0YviBL4fdv,
317,"Bersama cegah covid 19.

#newnormal 
#protokolkesehatan https://t.co/F0r4krSwDt",
318,"Crona ka kuch pata ho kidr hota aj kal🤔🤔🤔🤔
.
.
#Covid_19","Palestine, England"
319,@yunitaaaaas Hrs jaga jarak...covid,Selong_NTB
320,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,"ब्रह्मपुर, भारत"
321,@undipmenfess pake eka aja patas nder tarif biasa 35k paling grgr covid naik kali ya,Indonesia
322,"Tetap Aktif Beraktifitas Dan Selalu Gunakan Masker,  Tetap  Melaksanakan Protokol Kesehatan Cegah Covid-19. https://t.co/fMhuuUTyop",
323,kalo uda gaenak badan gini takut bgt covid yaallah,
324,"Dhoni has announced his retirement. Itna dukh toh covid n 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya ☹️
#msdhoni 💔",
325,Tina tiba ngelamun nanti ceritain ke anak cucu kl pas covid melanda jam 6 udah gak ada orang keluar rumah hahaha,
326,"@incesdarat U should, krn banyak bgt pengangguran skrng trutama dampak covid 🙃",+62
327,"lemah bgt gua skrg, jalan ke mall sebentar doang puyeng, dulu sebelum ada covid-19 bisa seharian di mall sehat-sehat aja 😪",United States
328,"@_peargirl iya hrsnya batal buat pencegahan covid hehe ,stay safe kmu 🙆💕",neoo got my back
329,"@ganjarpranowo Ga muluk muluk pakkk,saat ini nisa bebas dari covid sudah sangat bersyukurrr 😢","Jepara, Indonesia"
330,"Sosial distancing itu penting, bersama cegah covid 19.

#newnormal 
#protokolkesehatan https://t.co/olo4GQ8Yfh",
331,@anirafaania Hahahahaha covid ni haih memang haih la. Tak tahu la bila dia nak pulang ke tempat asal 😩,
332,@nrlsyfqhns Ehemmm..hahahahah kalau bkn sbb covid aku dah fly buat meet up 😂😂,
333,Susah ni nak pujuk tapi okay kot nanti ish dah boleh stop spreading kot covid ni nak gaduh ke,
334,alhamdulillah negatif covid https://t.co/crTTy4WEhS,"South Borneo, Indonesia"
335,@msaid_didu Menyelamatkan Indonesia untuk sekarang yang dibutuhkan BANGSA adalah memutus rantai penularan COVID-19 dengan social distance.,
336,Lama gak #keluar ehh... Sekali keluar jga gak lama😅 gara2 covid semua terhambat https://t.co/41nWbNo7qI,"Bandung, Jawa Barat"
337,@KompasTV Semoga cepat Berahir covid 19 ini . Positive dan berdoa . Sudah harus kerja ini penghasilan tdk ada untuk hidup tiap hari.,Indonesia
338,@nrnasyajd bila berakhirnya covid 😭😂,
339,@jokowi Jual celana jeans murah hrg covid corona 90.000 ayo beli https://t.co/TL8MlZCkmx,
340,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,"Surat, India"
341,@raewongyu setara sama angka positif covid,She/her
342,"Bersama kita cegah covid 19.

#newnormal 
#protokolkesehatan https://t.co/nmZ53yPRwz",
343,@aliebilqis covid malu sama rangorang sini,
344,Trend kes covid-19 meningkat kt Kedah. Bersedia &amp; mampu tak diorg bertahan dari sudut ekonomi andai kuatkuasa PKPD sekurang2-nya 14 hari?,"Selangor, Malaysia"
345,Mama gua orangnya sangat anti-Covid. Tiap dr luar harus mandi bersih dan keramas. Alhasil hari ini gua udah keramas 4 kali :’) Rip my hair,Indonesia
346,@mallasir1 @twitpos rahasia sdh terbongkar. covid-19 tdk semenakutkan yg kita kira. hehehe...,
347,@jaschnitzel_ Guni guni lang covid,Quezon City
348,Cantiknya Pulau Mabul. Nanti nak ajak kawan kawan pergi sana lepas dah settle Covid ni.,
349,"Selama banner agustusan aja jadi masalah besar, jauh api dari panggang Indonesia akan menemukan vaksin covid.",
350,pegel banget ya Allah. pen pijet tapi tukadz. ga da yang w percaya bebas covid kecuali orang serumah wk.,
351,"@firdaprnm Kagak  wkwkw
Covid merubah segalanya :v","Jawa Tengah, Indonesia"
352,"Serem bgt ih skrg kalo kemana mana,covid di bogor lagi naik banget apalagi bogor utara🙄",
353,"Eh emang bener ya salah satu karyawan di I-LAND positif Covid?

Baru buka twt nih gatau apa2",
354,"Day 20
Flyer tentang gejala Covid-19

#kkntematikcovid19unisnu
#mbangundesonedewe 
#unisnujeparamengabdi https://t.co/EONwhVX513",Indonesian
355,"@jaemjenlerus samaa udah lama ga berenang, apalagi sejak covid gaberaniii😭",selective
356,@your2rl Aku dikatain glow up selama covid lol wkwkwk,.py
357,Nak wat cane dah memang kena hidup dengan covid skalik.,
358,@ijwaa sebab covid ke 🤣 brb nek nk call atuk dekat telen sat,Shanghai
359,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,
360,Gara-gara covid gue berantem mulu ama bonyok. Kopid kontol,
361,"disaat-saat radang tenggorok aja dicurigai covid, kumalah giat kali num air diniiiin 🙄 self controlku kok ga seketat dulu",
362,"Fariinta wacyi-galinta @MAQSO4 ee ku aadan dib-ugu-noqoshada dugsiyada iyo ka hortaga COVID-19.
#dibugulaabodugsiga https://t.co/n2xPNBawuI",Somalia
363,@xiaomigeek Uda ga ada covid ya enak malem mingguan,indonesia
364,@hztger hahahaha itula tuuuuuuu covid naik kat kedah,"Melaka,Malaysia"
365,"@firdaprnm Ada kok, besok akhir bulan juga ada to lgi. Tapi grgr covid kdg bingung meh bayar ke siapa gak bole ke kampus wkwk","Jawa Tengah, Indonesia"
366,utbk tahun ini cuma tps karna covid kan? berarti kalo tahun depan masih ada covid berarti utbknya sama kaya tahun ini dong cuma tps,"Jakarta Pusat, DKI Jakarta"
367,"@Metro_TV Saya juga Optimis.
Dampak Covid 19 banyak menghadirkan Inovasi baru.
Juga menjadi sebuah Momentum Kompor Mledug.","Cilegon, Indonesia"
368,"@kurrniawanirvan Perampingan sih keliatannya, tau kan tiket arsenal paling mahal. Kena covid ya harus ubah banyak hal.","Bandung & Garut, Indonesia"
369,"@nthsyaqlh tak leh, covid memburu di kedah","Kedah, Malaysia"
370,"@BishnuRimal Haat lagyo sunya 
kam kura ekatira kumlo boki ...
what advise r u giving to kpoli to combat Covid-19 ??",
371,dapet kabar temen ada yang positif covid + kemungkinan ketularan dari tempat kerja langsung serem sendiri :(,Jakarta
372,"Daaaannn 2020 itu rencanaya kita mau nntn badmintoon di GBK, eh covid 
Dll semua hal yg direncanakan lenyapppp gtu aja😅","Tambun, Indonesia"
373,"Itna dukh to covid ne nahi dia jitna ek sec me dhoni aur raina ne de dia!!😟🥺
#MSDhoni #Raina",
374,"Weyyy aku nak tanya ni, betulke nak masuk keluar penang dah tak boleh sebabkan kes covid tu???",Kg Durian Runtuh
375,"@KakiBerjempol Hey umtiti, kamu kena covid",
376,"Anjir lah mau keluar kalsel aja di bandara hrus bw surat bebas covid,pulg dari luar daerah hrus isolasi mandiri lg..,gagal semua rencana 😔",
377,@morgan_covid Follar,Valhalla
378,Tidak pernah lelah memberikan edukasi kepada masyarakat tentang COVID-19 https://t.co/BP0QvoIPAN,"ÜT: -6.95457,107.65959"
379,Covid kapan kelarnya ya. Lagi2 satu blok ada yg OTG 😷 karantina maning dalam rumah ya kan 🥺,
380,@Joybooy_ kmrin di undang nikahan dia wkwk after anaknya udh mau umur 1 tahun...tp aku gak dateng karena kondisi msh covid daerahnya,smg
381,@fwln @vahrusnuril Guduk gejala covid kan?,+62
382,Long weekendnya jogja udah macem gak covid .....,
383,@KompasTV Bullshit... Banyak Ching Chong. Akui Saja Lu yg nyiptain Covid. Jangan mengkambing hitamkan Hewan atau alam dong,
384,Kopian sudimoro memang 💥 nggak kenal covid ckck,"East Java, Indonesia"
385,"@henrijova suka aja. tanya aja ttg bola jadul smua gw jawab sport,politik LN smua tanya gw. jgn tanya gw aja kapan covid slesai",
386,"@detikcom Dampak Covid 19 Inovasinya Menembus Batas.
Saya yakin Malam Pertamanya Gak mau secara Virtual. 😁","Cilegon, Indonesia"
387,"Boleh dak covid taun depan habis, nakpi bandung 😭",AOR 
388,@iKingOfAsgard Ganyambung . Ini bhas covid.,"Satui, Kalimantan Selatan"
389,"@AREAJULID Percaya gak percaya, kasus ini sampe covid pun ada sangkut pautnya sama politik di Amerika.",
390,"@Chndrawhyn Padahal udh ada rencana di otak pengen gitu,eh sdh kandas duluan sebelum covid selesai:(",
391,@rongfeet skwk makanya kak ang dunia masih berantem sama covid lah mereka malah ributin masalah kak swoo mulu :(,
392,Mari kita sama sama lawan penyebaran virus corona (Covid 19) https://t.co/2toRoDBWMm,
393,Mari kita sama sama lawan penyebaran virus corona (Covid 19) https://t.co/3NVrnRqhcL,
394,"@calsdemon kyknya nga bakal nyampe indo lg covid mana tiket mahal, tidak memungkinkan untuk flight ke indo",ur heart
395,Mari kita sama sama lawan penyebaran virus corona (Covid 19) https://t.co/7woHxXes1N,
396,tpi dia mati karna covid ya? :( im not sure. sdh w pahami tpi agak sulid. knp w ngomongin ginian? menarik.,
397,Bole  x besday aku nk ajak ayh ibu jejalan.. Penang ke perak ke.. Tp cm risauu jee lg.. Harap hilang laaa covid ni dgn cpt..,"kajang,Malaysia"
398,@ciomashiho @imbubblyyy @cupidfiIms kalo gada covid dah maen jauh🥺,
399,@luv_L97 Orang thailand sih hebat lah bebas covid kalo dak salah makony udah bisa konser2an,120494
400,"@wilyanisc Jir, event mencekam karena mis kun kan covid. Ampe ada yg liat sampe muntah"" wksksk",Bandung
401,"@imaimachan Laporin kades ma, mungkin stress bisnis macet ec covid.",Bali
402,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,"Rajasthan, India"
403,"Dhoni has announced his retirement.
Itna Dukh toh Covid ne 6 mahine 
Mein nahi diya jitna ek second mein
Dhoni ne de diya.",
404,Meriah noh kedah pesta covid 🤦🏻‍♂️,"Sao Paulo, Kedah"
405,@tempodotco @joulanda_nadia MSM  😂😂 isinya kan jumlah anak sekolah yg terkena covid yg kemungkinan kena waktu sekolah masih aktiv 🤦‍♀🤦‍♀,
406,@A_Batrisyia99 Haah . Doakan la kelas online. Boleh parti sambil kelas 😂😂. But first harap covid ni settle la,
407,@motizenchannel @msaid_didu @jokowi @erickthohir Virus Covid 19 dari china Vaksin Covid 19 dari china..... yo pikiren dewe...,Indonesia
408,@rifdatunj @AREAJULID Dari hasil autopsinya GF emang dia positif covid? Siapapun plis kasih taw akoeeeee,유엔빌리지 
409,Wow kedah trending ye sebab covid 😂,
410,"Ke rumah pak said ambil cambuk
Yuk lawan covid-19 bisa yuk

#RECONSIGAP
#RelawanKemdikbud
#SiapAdaptasi",
411,Covid bangsat,
412,"Apa la yang seronok sangat sebar berita palsu pasal isu covid ni. Hidup tak tenteram, hati gelisah sbb sebar benda mcm tu.",
413,@AsYouNotThinks @ANI I agree bt still covid ke wajah se matches cancel hue bhai.. Warna farewell mil jaata Dhoni ko😔,"Nagpur, India"
414,"Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya 😭

#msdhoni","Mumbai, India"
415,@fdgvqk Ko. Wuuu ko. Gila gila acah acah kl. Mentang mentang kedah covid.,
416,Kalau tak covid mungkin aku dah ada lesen lori,
417,"Malam minggu sepi, bukan karena covid, emang sirkel gw aja yang kaga ada. -__-",LLG- BENGKULU- PLG
418,"uda lama ga closingan, trakhir closingan sblm covid pulang jm 11 🤣. https://t.co/xA79lXHcvZ",in your heart.
419,Leha hoka ba hathoe COVID 19 e nyeoe https://t.co/ldWUr52oLm,Lesotho
420,"Dhoni has announced his retirement.
Itna dukh toh covid me 6 mahine mein nai diya jitna ek second mein dhoni ne de diya.😭😭 #legend_msd",
421,Aku kkn di tempat red zone covid-19 😭 bismillah,dowoon🖤
422,@flyingbeast320 Gaurav bhaiya itna dukh tho COVID ne nahi dea jitna dhukh  Dhoni ne ek second meh de dea 😭😭😭😭😭😭😭😭,
423,@jihoonvwithu Salah satu staff kebersihannya positif covid,teume x nctzen
424,Bihun rasa bansos henaaakkk #COVID__19 #Jokowi #Indonesia https://t.co/g6L7R5GqG4,"Bandung, Indonesia"
425,"Dalam masa seminggu ni, macam² boleh jadi.

Dengan kes covid dekat Kedah makin bertambah. 

Cuma doa yang terbaik.",Kedah
426,"@alvaovega Nyatanya dilapangan masih buanyakk yg nganggep covid itu hina feg, jadi sebisa mungkin kasus diwilayah nya tu ditutup2 in :(","Jawa Tengah, Indonesia"
427,@dobbyrutossi Salah satu staff kebersihannya positif covid https://t.co/BI47K1Kj3r,teume x nctzen
428,"@harukillua @queenrsya sama, pujasera deket rumah w ada yg kena covid",Jakarta 
429,2020 dah mo abis 4 bln lg...DAN SETENGAH TAHUN LEBIH MAYORITAS DI RUMAH AJA GOKIL KAMI COVID 19 💋,Indonesia
430,"@ganjarpranowo Hidup normal tanpa covid-19 
#Jateng70 
#JatengPeduliSesama","Cilacap Tengah, Indonesia"
431,"Dlm waktu sehari, tmn yg positif covid langsung lbh dari 10 orang 😔. Gbu","Yogyakarta, Indonesia"
432,"@deasydevayani @ferayaas @lucheefa Ga bisa di tebak des, jadwal kerja lg kacau bgt semenjak covid meningkat😞",Indonesia
433,Update kangen piknik pada bls dm hayuk semua. Mau bgt piknik tpi kok banyak bgt pertimbangan ya. Nyusahin bgt sih lu covid😭,
434,@kanswaggg @TonightShow_NET kita udah kenal dan ketemu 24/7 sekitar setaun tp kepotong covid 1 semester,Yogyakarta
435,Covid really done dudh ka dudh and paani ka paani,"here,there and everywhere"
436,"Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.
🙊😥☹️",
437,@Si__Bee Gurih covid ini om 🙂,
438,@Dennysiregar7 mabuk covid,
439,Bru perasan terlupa update status ws psal covid harini,Malaysia
440,"Dear Covid, saya mohon untuk ke depannya lebih selektif. Saya mohon dahulukanlah para pedofil dan semua yg jahat sama anak-anak plisssss!!",
441,itna dukh #covid nei nahi diya jitna #maahi nei aaj de diya. Will miss u #thala,
442,"Tetap Aktif Bekerja Dan Selalu Gunakan Masker,  Tetap  Melaksanakan Protokol Kesehatan Cegah Covid-19. https://t.co/TTufemWJd8",
443,"Covid-19 se jada dukh ab #MSDhoni k #retirement se hora hai
Thank You Sir❤","Mumbai, India"
444,"Mambasoi lima allo2 untuk mallesei covid 19

Mencuci tangan tiap hari untuk menghindari penyebaran covid-19 https://t.co/odTrSqsQUF",
445,"Mambasoi lima allo2 untuk mallesei covid 19

Mencuci tangan tiap hari untuk menghindari penyebaran covid-19 https://t.co/4mtYhuVJBA",
446,"Kata istri, ada wacana nakes mau dicobakan vaksin covid-19. Jan suakno ne cah... Jadi kelinci percobaan..",Sidoarjo-Surabaya
447,Baru nak pi knduri member kes covid lak mencanak😥 haritu time knduri haziq pon camgini 😔,
448,"ww3,bencana alam, covid, rasisme, annabelle lalu apa lagi 😭 2020 becanda nya g lucu ya 😿","Kota Malang, Jawa Timur"
449,Dhoni has announced his retirement. itna dukh toh covid ne 5 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.,India
450,@_Motsoaledi Gape re lapile ka monna o bareng covid.😣oswa neng mara,
451,@hidziwani Siapa yang kahwin musim covid??,The Other Side
452,"Semoga kita diberi kesehatan,keselamatan dunia akhirat 
diberikan kekuatan untuk menghadapi kondisi pandemi covid-19","Sumatera Selatan, Indonesia"
453,@imfinethxyouu Ituu yang bersihiin tempatnya anak iland tyt positive covid😭,gtw
454,"Recreate foto di alun-alun Bdg
SBLM Covid-19          Pasca Covid19 https://t.co/EFF6lh4NTk","Jakarta Selatan, DKI Jakarta"
455,@Earl_Kvin @peruggiaid @AHijab4 @mangosteen1423 @AREAJULID Covid berarti ga beneran dong bro?,
456,Dhoni has announced his retirement. Itna dukh toh Covid ne 6 mahine mein nahi diya jitna ek second mein Dhoni ne de diya.@Msdhoni,"मुंबई, भारत"
457,"@reecebeep GUE SERIUS MENG 😔🔫 btw dia gbsa ke indo yh soalna covid , lgian naek pesawat mahal anabel mna ad duit😔😔😔😔😔",
458,Kgn bgt sama mas emas pdhl minggubkmren udah ktmu😭😔 sejak covid jadi susah kalo ke sby:(plg engga skrg sebulan sekali huhu,SUB - IND
459,@Amrlamnnn tulah pesan kat dia jgn down. at least ada kerja. skrg ramai org takde kerja sbb covid ☺️,"IPOH, PERAK."
460,@prabhat_dutt @ESPNcricinfo Prabhat lekin covid aaya v aur tere khandan ko lekar jayega v . Tnsn mt le,India
461,#keluar lah gaada covid. https://t.co/aS3q3y6JBe,"DKI Jakarta, Indonesia"
462,"Pada tahun ini, BBPPKS Padang ini menjadikan pencegahan penyebaran Covid-19 sebagai tema kegiatan.","Kota Padang, Sumatera Barat"
463,"cuci tangan dengan sabun dan benar ya, biar setidaknya dari diri sendiri bisa mencegah penularan virus covid 19 https://t.co/VIpq5NxKIm","Jl. Diponegoro No.27, Klaten"
464,Yah ne izinto zimane zenzeke ngubani owayesazi ngalo unyaka sizoba sihlukunyezwe yi covid ohooo,
465,Selsema ni pun dh pikir kena covid.,Dodge Seat
466,Kita still in pkp. Jangan pkpp ni dah bebas covid.,"British Columbia, Canada"
467,obrolannya surem ngitungin temen2nya yg meninggal karena covid,"Banten, Indonesia"
468,"""Dok, saya nggak terima dibilang covid""
- ny FA 30 tahun, di ruang isolasi bareng anaknya yang masih 2 tahun.","Bantul, Indonesia"
469,"Me: annabelle terlepas semalam dari museum dia. Kang dia datang rumah kita

Mama: dari US nun? Kang dia datang bawa covid

😅😂",Morib 🌴
470,"@PanaceaObelix Selama-lamanya aku ga nonton bioskop, ga pernah selama dampak covid ini","Kota Medan, Sumatera Utara"
471,Covid adalah alasan ku ketika tidak mau diajak main maaf ya sahabat,"Jakarta,Indonesia"
472,Emak gue udh mulai2 nih ke makan broadcast wa yg aneh2 trg covid 😠,Indonesia
473,Ga boleh keluar. Gegara si covid nihhhh...,Indonesia
474,"@ametheeths Boleh jadi. Ni jadi mahal sebab covid, mungkin",
475,"@bongchagi Sabar cha, kalo udah kelar covid cha",X1 UNIT KAJJA
476,"@kring_pajak NPWP saya alamat Bandung, sekrg KTPnya Jkt. Bisa mnta perubahan online? Caranya? lg covid",The Capital
477,"Makasih kak  hari ini udh dengerin ceritaku, klo covid udh kelar kita jalan² lg muter² sby 😁 @yulianafrd","Jawa Timur, Indonesia"
478,"""Pgn ikut trial vaksin covid deh...""
""Eh tapi takut dpt placebo...""",
479,"Ms Dhoni announced his retirement .
Itna dukh to 6 mahine me covid 19 ne bhi nehni diya ..
Jo ajj ekk second pe Mila 😣
Miss u #MaHi
#MSDhoni",
480,"Rekan kerja di kantor ada yg reaktif covid, dan gue mulai panik","Bandung, Jawa Barat"
481,Upaya Pencegahan Covid-19 Dilakukan Polres Brebes dengan Penyemprotan Disinfektan https://t.co/VubHSpA9A5,Cilacap
482,"Jalanan di tutup ada isu yg kena covid, Ga bisa kmna²","Majalengka, Indonesia"
483,"pengen cepet"" ada vaksin covid , terus ngelihat orang yang ga percaya covid dan anti vaksin",
484,"Dhoni has announced his retirement. Itna dikh tho COVID me 6 mahine Mein nahi diya jitna ek second me Dhoni ne de diya . 🙂
#MSDhoni","New Delhi, India"
485,@Arjunjeee @ESPNcricinfo agar tu b paida nai hua hota to shayad covid nai aata india me 🤣,New delhi
486,Gue ga suka covid tapi suka belajar online. Gimana dah tuh.,
487,Upaya Pencegahan Covid-19 Dilakukan Polres Brebes dengan Penyemprotan Disinfektan https://t.co/ZzXaIvWQ90,Cilacap
